eCommerce-Cazadero/ecom-svc-catalog/fix-flag-service-issues-backup-230925,1261788,1.0,1261788,1261788
eCommerce-Ishbel/ecom-app-product/release_belowbuybox-cleanup,1261243,2.0,1275680.2,1261243
eCommerce-Boyne/ecom-app-product/review-revert-branch,1261088,1.0,1261088,1261088
eCommerce-Shasta/ecom-app-product/PM-18104,1260448,4.3,1439693,1260447.6666667
eCommerce-Ishbel/ecom-app-product/RM-37890,1259690,4.0,1433067,1259690.3333333
eCommerce-Ishbel/ecom-app-product/ISH-2436-1,1253171,1.0,1253171,1253171
eCommerce-Flatirons/ecom-app-customer/featuredptomfe,1252448,5.7,1930554.8,1252448
eCommerce-Ishbel/ecom-app-product/ISH-2436-3,1241300,3.0,1321825.6,1241300.5
eCommerce-Castle/ecom-app-shop/CASL-2532,1234950,6.0,1248879.2,1234950.5
eCommerce-Marcy/ecom-app-shop/RM-38070-fix,1230546,3.0,1230546,1230546
eCommerce-Calinga/ecom-app-global/hotfix-23.16,1228203,2.0,1228203,1228203
eCommerce-Shasta/ecom-app-global/develop,1226654,1.7,1561375.4,1226654.3333333
eCommerce-Flatirons/ecom-app-product/reverting-opentelemetry-changes,1224783,1.0,1224783,1224783
eCommerce-Boyne/ecom-app-global/review-pm-17728-jumbled-images,1223639,3.0,1369457.4,1223639.3333333
eCommerce-Boyne/ecom-app-product/review-rm-37600-16.26.x,1221083,1.0,1221083,1221083
eCommerce-Fuya/ecom-app-phygital/PM-17891,1219452,4.2,1616543,1219452.25
eCommerce-Ishbel/ecom-app-product/release_PM-18232,1215458,1.0,1215458,1215458
eCommerce-Nuptse/ecom-svc-app-delivery/logcorrelation_v2,1214638,2.2,1214638,1214638
eCommerce-Rainier/stressed-out/RAIN-eGiftCardOrch,121415,11.8,134824.2,121415.2
eCommerce-Ramen/ecom-app-product/env-qa50,1213483,1.0,1213483,1213483
eCommerce-Ramen/ecom-app-content/mficocelli-patch-1,1212799,1.0,1212799,1212799
eCommerce-Ishbel/ecom-app-product/RM-37956,1209585,1.0,1209585,1209585
eCommerce-Rimo/ecom-app-product/RIMO-5107,1208880,3.0,1324303.2,1208880
eCommerce-Castle/ecom-app-shop/CASL-2532-revert,1206698,2.0,1207237.2,1206697.5
eCommerce-Castle/ecom-app-shop/RM-37855,1204250,1.0,1204250,1204250
eCommerce-Kangto/inventory/TCE-25450,1201038,1.0,1201038,1201038
eCommerce-Rimo/ecom-app-product/develop_bck_5thOct2023,1189473,1.0,1189473,1189473
eCommerce-Fuya/ecom-app-product/nla-301,1187170,2.5,1289732.8,1187170.5
eCommerce-Wallaroo/ecom-app-global/PERF-142,1181202,1.0,1315302.4,1181201.5
eCommerce-Castle/ecom-app-shop/CASL-2532-redux,1180919,1.0,1180919,1180919
eCommerce-Denali/ecom-svc-catalog-webapp/PM-17435,1172507,3.2,1239109.8,1172506.75
eCommerce-Ishbel/ecom-app-product/ISH-2414,1159244,2.5,1200966.4,1159244
eCommerce-Castle/ecom-app-product/RM-37961,1155812,4.0,1155812,1155812
eCommerce-Pinchot/ecom-svc-app-delivery/pinchot-localdev,1154529,1.0,1154529,1154529
eCommerce-Ishbel/ecom-app-product/ISH-2470,1146440,2.0,1157904.6,1146439.5
eCommerce-Flatirons/ecom-app-customer/fix-responsive,1144282,1.0,1144282,1144282
eCommerce-Flatirons/ecom-app-registry/RM-37579,1133805,7.0,1216870.4,1133805
eCommerce-Castle/ecom-app-shop/CASL-2533-qa,1126435,1.0,1126435,1126435
eCommerce-Denali/ecom-svc-catalog-webapp/PM-17435-BR,1118552,1.7,1216828.2,1118551.5
eCommerce-Castle/ecom-app-shop/CASL-2533-release,1117091,1.0,1117091,1117091
eCommerce-Cazadero/ecom-svc-catalog/env-qa5-backup-230922,1116393,1.0,1116393,1116393
eCommerce-Denali/ecom-svc-catalog/DENALI-7391,1103680,3.0,1103680,1103680
eCommerce-MontBlanc/ecom-app-global/PM-17851,1099485,1.7,1099485,1099485
eCommerce-Kangto/ecom-svc-catalog-webapp/TCE-25601,1097061,1.4,1226150.2,1097061.25
eCommerce-Castle/ecom-app-product/PM-18025,1091937,1.0,1091937,1091937
eCommerce-MontBlanc/ecom-app-global/revert-905-MON-1259-Open-Telemetry-for-release,1091875,1.0,1091875,1091875
eCommerce-Marcy/ecom-app-shop/RM-38088-rls,1085872,1.0,1085872,1085872
eCommerce-Cazadero/ecom-svc-catalog-webapp/env-qa5,1082942,3.6,1137222.4,1082941.6
eCommerce-Rainier/pricing-service/RAIN-4504-remove-old-taxes,1079002,2.0,1125843,1079002.5
eCommerce-Cazadero/ecom-svc-catalog/env-qa5,1077621,2.2,1361479,1077620.75
eCommerce-Rainier/pricing-service/RAIN-4504-change-itemTypes,1059831,4.6,1029384.6,1059831
eCommerce-Castle/ecom-app-product/RM-37855-16.35.x,1051830,1.0,1051830,1051830
eCommerce-Castle/ecom-app-product/RM-38084,1050800,1.0,1050800,1050800
eCommerce-Fuya/ecom-app-phygital/main,1045761,1.0,1277358,1045761
eCommerce-Halfdome/loyalty/HLFD-1679-encrypt-decrypt-2,1044145,1.0,1044145,1044145
eCommerce-Flatirons/ecom-svc-customer/HLFD-1770,1043247,3.6,1124102.4,1043247.25
eCommerce-Shasta/wsi-b2b/PM-17973,1025888,4.3,1033382,1025887.6666667
eCommerce-Ishbel/ecom-app-product/release_PM18207,1021370,2.0,1077768,1021369.5
eCommerce-MontBlanc/ecom-app-global/MON-1259-Open-Telemetry-for-release,1019144,1.0,1047210.2,1019144
eCommerce-Flatirons/ecom-svc-customer/develop,1015591,2.0,1015591,1015591
eCommerce-Fuya/ecom-svc-catalog-webapp/env-qa14,1008899,1.0,1197338.2,1008898.6666667
eCommerce-Marcy/ecom-app-global/PERF-140,1006750,1.3,1036553,1006749.5
eCommerce-Shasta/ecom-svc-catalog-webapp/develop_bkp_15Sep23,992624,2.2,1105977.8,992624.33333333
eCommerce-Castle/ecom-app-product/RM-37855,988720,2.0,988720,988720
eCommerce-Boyne/ecom-app-global/rm-37714,988326,1.0,988326,988326
eCommerce-Calinga/ecom-app-global/RIMO-5045-15092023,982431,1.0,982431,982431
eCommerce-Nuptse/platform-svc-session/PK-27,982220,1.0,982220,982220
eCommerce-Denali/ecom-svc-catalog-webapp/denali-dynamic-shop-path-wrk,978107,1.0,978107,978107
eCommerce-Calinga/ecom-app-customer/RIMO-5076-15092023,977828,1.0,977828,977828
eCommerce-Rimo/ecom-svc-catalog-webapp/develop-bkp-21Sept23,977536,1.0,977536,977536
eCommerce-Ramen/ecom-app-content/mficocelli-patch-2,974423,1.0,974423,974423
eCommerce-Flatirons/ecom-app-content/qa35-develop,960166,1.0,960166,960166
eCommerce-Ramen/ecom-app-global/env-qa50,959087,1.0,959087,959087
eCommerce-Kalanka/ecom-app-registry/kal-release-6.2.x,956074,4.0,1240169.2,956074
eCommerce-Marcy/ecom-svc-catalog-webapp/RM-37700,953108,5.9,953108,953108
eCommerce-Marcy/ecom-svc-catalog-webapp/local-test,951101,2.0,951101,951101
eCommerce-Denali/ecom-svc-catalog/develop,950903,2.5,1110835.6,950902.75
eCommerce-Boyne/ecom-app-registry/free-shipping-2317,948834,2.0,995988.2,948834.5
eCommerce-Rimo/ecom-app-global/RM-38002,947816,3.0,947816,947816
